,gpwr,in-hand delta,game-weighted in-hand delta,distance-one delta,gihwr,gnswr,cs bias,cs var,cs mean,deck gihwr,deck gnswr,deck ihd form,deck ihd meas,deck ihdd
Maverick Thopterist,0.5402700186219739,0.03168765333569812,0.02602284138682731,-0.005082056566148796,0.571957671957672,0.5155795596177815,0.0075252501764256135,16.644352619661056,17.546503414174712,0.5472365805168986,0.5348168897188506,0.007138340587356599,0.006966561894924728,0.00017177869243187142
Meddling Youths,0.5491543488626484,-0.007946353497642611,-0.004838857881691472,-0.0023535636956923955,0.5412079953650057,0.5541474127281878,-0.009919947516009433,11.8703299901134,15.934848193080429,0.5420823195101253,0.5538351640412148,-0.007389656247291452,-0.007072029352523046,-0.00031762689476840574
Mentor of the Meek,0.5252140818268316,-0.024391262298581462,-0.037924522615707945,-0.022985220743924728,0.5008228195282501,0.5438891222175557,0.0012324006637449423,14.850202023644181,16.728886756238005,0.526327009166489,0.5244133135640882,0.0010939998038937764,0.001112927339657399,-1.8927535763622666e-05
Metalspinner's Puzzleknot,0.4924114671163575,-0.025993556668596318,-0.050258965887966967,-0.04686534912754681,0.4664179104477612,0.5138461538461538,0.01093561187148085,18.89909297052154,17.904761904761905,0.5037239558781936,0.4832608861435217,0.011542915038355767,0.011312488761836104,0.00023042627651966366
Meticulous Archive,0.540781428127267,0.003195965020030722,0.0016876560894290016,-0.004952755064493997,0.5439773931472978,0.5382693197593706,0.005539109406119083,15.64595227468376,17.245848927310107,0.5456143355477235,0.5371182221695889,0.005025246468160292,0.0048329074204565,0.000192339047703792
Millstone,0.391304347826087,-0.04919908466819223,-0.1001317588664008,-0.14523095796621116,0.34210526315789475,0.45161290322580644,0.018006888289907163,18.967100591715976,16.953846153846154,0.413585554600172,0.37507827175954916,0.020145190562613435,0.022281206774085016,-0.002136016211471581
Mistveil Plains,0.522887323943662,-0.01125941696691779,-0.010685816901690126,-0.023313088810983484,0.5116279069767442,0.532258064516129,0.0020911221799646937,14.121475773656018,16.74823943661972,0.5246504782928624,0.521617324146286,0.0017631543492004278,0.0017631543492003798,4.7921736023859296e-17
Mistway Spy,0.5215646301841116,-0.002760662439874051,-0.007196383323043953,-0.022341682855219425,0.5188039677442375,0.5238423928674144,0.0043719642408134906,16.964660786392944,17.510624528098372,0.5252947044218406,0.5186637523428785,0.004235650772856555,0.0037300742377289753,0.00050557653512758
Molten Psyche,0.39285714285714285,-0.12012987012987014,-0.08662246915571697,-0.1454827438175363,0.2727272727272727,0.47058823529411764,-0.0008818032877233949,31.186093749999998,18.1625,0.391025641025641,0.39444444444444443,-0.0015141087405368212,-0.001831501831501825,0.0003173930909650038
Monologue Tax,0.35294117647058826,-0.05882352941176472,-0.08098171386428477,-0.1882327192486945,0.29411764705882354,0.4117647058823529,0.01039105626942524,18.647923875432525,18.61764705882353,0.36334913112164297,0.343878954607978,0.01040795465105473,0.010407954651054707,2.2551405187698492e-17
Mountain,0.549728293230208,-0.009345090920663934,-0.004667678484286841,0.0017448337180641094,0.5403832023095441,0.5561615828105555,0.00036477818118590787,14.688334523985247,16.662232982586833,0.5467310921564962,0.5518341106981061,0.0003215645800841324,-0.0029972010737118193,0.003318765653795952
Murder,0.5350062534926422,0.015762786831685527,0.007846248049065307,-0.0053230567585733635,0.5507690403243277,0.5231440436750502,0.00787217171442181,14.011054987853429,16.900919483970213,0.5418356083668859,0.5299914332442045,0.006526120124363689,0.006829354874243743,-0.00030323474988005333
Museum Nightwatch,0.5550946640977055,-0.010192703313391727,-0.005476057344090957,0.004978982945141652,0.5449019607843137,0.5620711835334476,-0.008722156921131905,12.18120321776827,16.19572172959137,0.5485268276936809,0.559555964520747,-0.0065601501265268045,-0.006567836404024585,7.686277497780634e-06
Mystery Key,0.5194908512330947,0.027954404241357866,-0.002066849713367458,-0.02356684277549781,0.5474452554744526,0.4971830985915493,0.015378794392691453,20.550841144799943,18.11137629276054,0.5369410524466309,0.5050519735407429,0.01745020121353628,0.017450201213536243,3.8163916471489756e-17
Neighborhood Guardian,0.5639490408379428,0.009615806787854453,0.02300460115049452,0.013543013565291195,0.5735648476257973,0.5570922074983027,-0.012433662596478635,11.920182551824835,15.996974898455159,0.5543911338423274,0.570293082116594,-0.009264972213723648,-0.009557906995615428,0.0002929347818917804
Nervous Gardener,0.5522478285913075,0.012656752830329632,0.007233947745338254,0.006104426198615065,0.5649045814216371,0.5427761304300077,0.006834935359392149,13.371809401359931,16.688376375053114,0.557589649955515,0.5484224325993405,0.005476593458967722,0.005341821364207466,0.00013477209476025608
Nightdrinker Moroii,0.5270179447543518,-0.002185088975937277,-0.0063755529099759345,-0.013284067842667113,0.5248328557784145,0.528546511627907,0.003891025299092366,12.36318456119475,16.47742780069819,0.5297018884956367,0.5251423278542997,0.0029194765400773637,0.0026839437412848888,0.00023553279879247498
"Niv-Mizzet, Guildpact",0.5159400806606491,0.039135513291834734,0.021411360525572465,-0.026922240467737724,0.5550755939524838,0.48463397790055246,0.018404115569316617,14.446412226675493,17.12298875909191,0.5315705506308492,0.5042759048569249,0.015527279958094449,0.015630469970200123,-0.00010319001210567363
No More Lies,0.5525575930510679,0.004492002583736721,0.006557629812324883,0.005192735765097156,0.5570495956348046,0.5491597877358491,-0.0026370726788978293,16.021342960684162,17.343735774619393,0.5501421374769148,0.5544095515572063,-0.0024360060802298186,-0.0024154555741531247,-2.0550506076693828e-05
No Witnesses,0.5208876364917224,4.488690345072488e-05,-0.0019399475626012963,-0.02520717887949664,0.5209325233951732,0.5207896360271438,-0.0002766522955922789,15.937386471853065,17.33943194393213,0.521097978794575,0.5207261065184563,-0.00025428252594644166,0.00021034230285255084,-0.0004646248287989925
Not on My Watch,0.5387896322367047,0.008513511691763731,0.010842726663236935,-0.008744622068460717,0.5473031439284685,0.5326484947111473,-0.0020642322002575025,13.958998811410899,16.783608891189697,0.5369049034412636,0.5401556453262031,-0.0017168306897926095,-0.001884728795441104,0.0001678981056484946
Novice Inspector,0.5716555413313826,0.014770815895731704,0.02715016596262687,0.021387979707768845,0.5864263572271143,0.5611180233754274,-0.009658020329232103,13.290739589353915,16.417080185846583,0.5630295517755023,0.5776868713598656,-0.007818822329635274,-0.008625989555880342,0.0008071672262450688
Nyx Weaver,0.5195164075993092,0.012330726158652605,-0.005388376383449356,-0.020575783859092422,0.5318471337579618,0.5100671140939598,0.018626095199476778,12.937263472940405,17.040607344632768,0.5338606632187405,0.508880366944883,0.014140969050824318,0.014344255619431312,-0.00020328656860699353
Offender at Large,0.5575118301742142,-0.005057589054262901,-0.0026025688976135664,0.008009513679467006,0.5524542411199513,0.561006680590736,-0.006193634651466313,12.662564213279765,16.19494051056948,0.5523300625055569,0.5610224530047159,-0.004842703586135557,-0.0051817676686573,0.00033906408252174294
Officious Interrogation,0.5090971507037418,-0.01615644880781608,-0.027601543512057458,-0.03564680463744907,0.49294070189592576,0.5210636390797729,0.004743952267136625,18.7031041168508,17.722015256342026,0.5140603068583321,0.5051451034801712,0.005006576954947314,0.004963156154590309,4.342080035700524e-05
On the Job,0.5594353052831382,-0.011429427012329518,-0.0050693852204202194,0.008319820773397324,0.5480058782708087,0.5666645148796076,-0.01300075611744504,11.66404457096915,15.974931901239835,0.549473748987597,0.5660325143824739,-0.009492459795613258,-0.009961556295541185,0.0004690964999279276
Out Cold,0.5433460651548742,0.006177510684491128,0.0018069523283137379,-0.0017525179108983657,0.5495235758393653,0.5385403530895334,0.003954490460279418,17.109102944340457,17.638214429271365,0.5469896492265893,0.5404629970009098,0.0038358635818063233,0.003643584071715167,0.00019227951009115644
Outrageous Robbery,0.5183328936955949,0.005909064131094377,-0.020731449724865514,-0.02164575047985995,0.5242419578266893,0.5141177826437708,0.016785293519483116,14.479383091601875,17.07293839521624,0.5330326387494401,0.5073819633836204,0.014235434437090059,0.014699745053845192,-0.00046431061675513384
Perimeter Enforcer,0.5650775535612388,0.006737150364243605,0.01618082461335757,0.015236413910445057,0.5718147039254824,0.5601964148376027,-0.00958151764660892,12.726057814168382,16.307712174189447,0.5570620965191049,0.5705850519937627,-0.007477133899334369,-0.008015457042133911,0.0005383231427995424
Person of Interest,0.5674511560594052,0.010032084829423193,0.01533271155711613,0.017597444463214873,0.5774832408888284,0.5606434353611507,-0.007838701985308148,12.654990972805177,16.16412534274989,0.5609809838989008,0.5717990228838753,-0.00613696694124426,-0.006470172160504384,0.00033320521926012356
Persuasive Interrogators,0.5252234826702912,0.008409925681796881,-0.013732551528024772,-0.014672259496501971,0.5336334083520881,0.5193895870736086,0.01606164199730787,15.496966151847081,17.343503032530784,0.5398725907550022,0.5139860785862421,0.01435158294771808,0.014649108084710982,-0.000297525136992903
Pick Your Poison,0.5180892717306186,0.0026454376047345685,-0.008530552060139085,-0.026572035519024206,0.5207347093353532,0.5162151341251835,0.008921994458578324,12.926552704155243,16.513329050907338,0.5247695196904165,0.5133928571428571,0.00698409334904259,0.006680247959797936,0.0003038453892446544
Plains,0.5551587320113144,-0.013934781170753752,-0.006362873554051074,0.005831772790305556,0.5412239508405606,0.5645977227521183,-0.0024370631277411746,13.402404917559396,16.50189105741364,0.5493026679035857,0.559188875271125,-0.0019793190207110863,-0.0058560641077286535,0.003876745087017567
Polygraph Orb,0.5051628276409849,0.025739520937507088,-0.0025802699788310957,-0.03334048283902502,0.530902348578492,0.48599861143253875,0.02224781656470026,13.789490149103127,16.90381721165686,0.523695383121054,0.4916044883035909,0.018148921247588275,0.018532555480069157,-0.0003836342324808825
Pompous Gadabout,0.5251986560716762,-0.0024389621279593543,-0.002354030986003841,-0.02020155699413395,0.5227596939437168,0.5267590328715023,0.0010174929968427696,11.658030728598602,16.186182808430026,0.5258521639218691,0.5247560179263089,0.000732845091626482,0.0006535078501929137,7.93372414335683e-05
Possibility Storm,0.34782608695652173,-0.11705685618729095,-0.1664509264554298,-0.1882997359707047,0.23076923076923078,0.5,0.042293233082706765,14.079395085066164,17.91304347826087,0.38106796116504854,0.32086614173228345,0.033241874208526805,0.03324187420852681,-6.938893903907228e-18
Presumed Dead,0.5235678487597538,0.004102279902469141,-0.004360843903808531,-0.01661545676078313,0.527670128662223,0.5207259450171822,0.008274304630577605,12.700376554824716,16.423394743971823,0.5298625833707309,0.5191943790385877,0.006398603100996358,0.006294734610977071,0.00010386849001928732
Private Eye,0.5548018326586895,0.027452315459481236,0.03168469439244037,0.007557423036752109,0.5822541481181708,0.5333835540401237,-0.001973570219943164,14.865249294754735,17.041163744021862,0.5520332450643665,0.5568410482204584,-0.0017215733479734251,-0.0027685875943230798,0.0010470142463496546
Proft's Eidetic Memory,0.5563885913760959,0.030505499651665047,0.01991938258256476,0.01141760075612619,0.5868940910277609,0.5308219178082192,0.008407927656431061,18.79364978219507,18.140718067504963,0.5651692146299352,0.5490945071304727,0.008710550882329582,0.008780623253839326,-7.007237150974399e-05
Projektor Inspector,0.5496586073819969,0.0073928904301875376,0.000990883955843902,0.004511394525683721,0.5570514978121844,0.5436064313932684,0.005585734732622213,18.562572911482583,18.03509912873825,0.5548403440483758,0.5453085660562018,0.005749101099936922,0.005181736666378889,0.0005673644335580331
Public Thoroughfare,0.522582574883562,-0.0013179815351855861,-0.013568285191156826,-0.021364232155815843,0.5212645933483764,0.5235995457986374,0.011730275715525956,15.356749385506456,17.14878989294231,0.5338155819184782,0.5141368702995427,0.01050446740037102,0.011233007034916254,-0.0007285396345452343
Push // Pull,0.5470701560707405,0.006759489833914389,0.0009473127186621078,0.0026198339874800025,0.5538296459046549,0.5421360973411447,0.0031290585898743942,13.537756058220559,16.70113596439864,0.5498374338502734,0.545083159860875,0.0025363802780779547,0.002767277779532895,-0.00023089750145494038
Putrid Warrior,0.5426695842450766,-0.006020369585390761,-0.004021715538333304,-0.001446678046494565,0.5366492146596858,0.5469924812030075,-0.0060543114203473825,12.280725416755615,16.295154185022028,0.5381512605042017,0.5457689647221582,-0.004562788132999393,-0.004518323740874908,-4.446439212448493e-05
Pyrotechnic Performer,0.5613251879699248,0.03175001679552569,0.03776975648321412,0.013210631872374035,0.5930752047654505,0.5383108108108108,-0.006188871029889577,12.335677056408366,16.102838472534206,0.5564828403634178,0.5645838349195742,-0.004741022180573643,-0.004842347606507036,0.00010132542593339292
"Quintorius, Field Historian",0.464075382803298,-0.006932525660440891,-0.028833828069316225,-0.0784220462984862,0.45714285714285713,0.46893787575150303,0.015392417313421515,14.622343753685138,16.888103651354534,0.4774027060956898,0.4543369687085924,0.013327323292391786,0.01332732329239178,6.938893903907228e-18
"Rakdos, Patron of Chaos",0.5478069059132943,0.05747180198507085,0.035821756431172136,0.004648013229705095,0.6052787078983651,0.5047534165181224,0.01420464220932788,17.984875428493204,17.54295031322406,0.5625326269793701,0.5362930656548096,0.014562471880713438,0.014725721066075836,-0.00016324918536239803
Rakish Scoundrel,0.5162017201434511,0.0023833181198629205,-0.00929656800965073,-0.025903186309712556,0.518585038263314,0.5145864500961744,0.011101593142261492,12.129705148796544,16.503968693469194,0.524690466979616,0.5102478850195805,0.008159192131212642,0.008488746836164851,-0.0003295547049522087
Ranger-Captain of Eos,0.561030235162374,0.00843331366843747,0.0225476530129608,0.01066673382159733,0.5694635488308115,0.5552407932011332,-0.012572105360986557,12.69687967506386,16.2026875699888,0.5511783813670607,0.5677379888005271,-0.009851853795313411,-0.009851853795313392,-1.9081958235744878e-17
Raucous Theater,0.535262695246467,0.01492022188412001,0.00989290011526578,-0.00749690625941879,0.550182917130587,0.5242295930369325,0.008795207250046075,14.955199341150493,16.971016502565526,0.5431098685337189,0.5294755175948471,0.007750512625527584,0.00784717328725193,-9.66606617243456e-05
Reasonable Doubt,0.5516425053138007,0.007838058743291576,0.005785104114971684,0.0066426357670452685,0.5594805640570922,0.5453586497890295,0.0035478392357473046,17.339964682539744,17.710955637823933,0.5545658615426057,0.5493178189628335,0.003473522733906282,0.0029233562288050186,0.0005501665051012633
Reckless Detective,0.5664324308364581,0.017070838975791425,0.01611127966775161,0.017695308151879696,0.5835032698122495,0.5540093619619416,-0.00194298441668052,15.192696300648684,16.882264990698726,0.5652727719742424,0.5672837048917196,-0.001748531501891704,-0.0011596588622156956,-0.0005888726396760084
Red Herring,0.5554040081835581,-0.00637817167360466,0.0021499837997334126,0.00630375883034795,0.5490258365099534,0.5599367700008782,-0.007319441000302404,13.929704439986583,16.340997262127505,0.5482153639854161,0.5603404799532966,-0.006239377448305008,-0.007188644198141914,0.0009492667498369059
Reenact the Crime,0.44430538172715894,-0.022793753820182172,-0.04108872945474645,-0.09448446661973964,0.42151162790697677,0.46153846153846156,0.014115339100445188,15.77467363805026,17.4987012987013,0.4564454942380646,0.43487686919784313,0.01272465103547189,0.012140112510905632,0.0005845385245662575
Relive the Past,0.4794131566493138,-0.0037069419600482267,-0.022720922153000533,-0.0631053472668553,0.47570621468926555,0.4813008130081301,0.016982725035971518,14.409691207893006,16.97002997002997,0.4936065665307946,0.4689745800993799,0.014420470916615066,0.014193409881480823,0.00022706103513424336
Repeat Offender,0.5249166305556079,-0.006440405278121952,-0.008538133724284802,-0.015620025517701697,0.5184762252774859,0.5293985637342908,0.0024418497879133065,12.761221721069528,16.544424420470534,0.526201719018311,0.5240152170237047,0.0018834735957663537,0.0012850884627031434,0.0005983851330632103
Repulsive Mutation,0.559690836851254,0.035881092471301335,0.02425074845798958,0.014189458598616866,0.5955719293225553,0.5321983715766099,0.012292853400073453,14.901188478075095,17.102772182254196,0.5703849722760705,0.5517239044609663,0.010710434746824616,0.010694135424816564,1.62993220080513e-05
Riftburst Hellion,0.5328695945701576,6.383285868272193e-05,-0.0073807782073309625,-0.013101512367136525,0.5329334274288403,0.5328024502297091,0.00470719783731764,12.664997509687154,16.439263294867946,0.5361997733656089,0.5305541958881614,0.0036264793511667863,0.0033301787954512774,0.000296300555715509
Rope,0.47940630797773653,-0.01786784643927497,-0.02747418443687033,-0.06335646174010368,0.46153846153846156,0.4918238993710692,0.00588263751340394,11.445834401987044,16.308502633559065,0.48395162756864885,0.47627256770310933,0.004128625192529051,0.004545319590912311,-0.00041669439838326
Rot Farm Mortipede,0.514919370283832,0.009416912902008745,-0.0055401128234162655,-0.023880861572431966,0.5243362831858407,0.5082547169811321,0.015593134134951765,13.739853156668168,16.94224768292115,0.5279237280471704,0.5053640725088376,0.012645746731848454,0.013004357763338414,-0.00035861103148995994
Rubblebelt Braggart,0.5227537379477386,-0.01225331793093798,-0.014812601491506983,-0.02379122019975899,0.5105004200168006,0.5305485809936848,-0.0009652846014646332,12.755869018598624,16.214850323830895,0.521613111925814,0.5235300449132557,-0.0007593683380386563,-0.0011406260219245512,0.00038125768388589493
Rubblebelt Maverick,0.5461020609792524,0.01133099195392906,0.00814477308656647,0.0012876605151106446,0.5574330529331815,0.5380078550880741,0.006389854201810085,13.729941488043849,16.744185801225598,0.5514176623478534,0.5422579009309847,0.005239569445148058,0.005315601368600986,-7.603192345292855e-05
Rune-Brand Juggler,0.5364085989912345,0.0047184573615831615,0.002843210253949624,-0.004753724166638773,0.5411270563528177,0.5330351869040587,0.003047779837871913,13.293092464112634,16.4175004904846,0.537782847425557,0.535457908231951,0.0024677580621100793,0.0013742484343225447,0.0010935096277875345
Sample Collector,0.5328332828624007,0.0004005974624791131,-0.005762512973659706,-0.011544025266231439,0.5332338803248798,0.5325820084524049,0.007259980217036278,13.253351159060816,16.60914222988866,0.538982598933483,0.5284711714581508,0.005793138856446613,0.006149316071082267,-0.0003561772146356539
Sanctuary Wall,0.5281272746178642,-0.014654597710284323,-0.01690384107148102,-0.018179913360064415,0.5134726769075799,0.5384342897626638,-0.00019932316120587084,14.189391366551039,16.816862701989667,0.5275993360115026,0.5285115595901702,-0.00016818085471041044,-0.0005279386063616887,0.0003597577516512782
Sanguine Savior,0.5403043251945914,7.105673469709473e-05,-0.000292707684152016,-0.0056168273011341086,0.5403753819292885,0.5402851458885941,-0.0014604772931835922,12.52404040035107,16.413035683664084,0.5390402017833043,0.5411840180656419,-0.0011144237407484476,-0.0012641234112871214,0.00014969967053867373
Sanitation Automaton,0.5469942611190818,-0.010234000489001804,-0.007845446835996861,-7.138477799217835e-05,0.53676026063008,0.5546581517655897,-0.0015661199962896902,14.16061304132927,16.701283547257876,0.5452039890270817,0.5482766644833071,-0.0013278751409131985,-0.0017902720920001114,0.0004623969510869129
Scene of the Crime,0.5360884749708964,0.004024577977296273,-0.005732279510605731,-0.00863107674280561,0.5401130529481927,0.5330313177073075,0.0086777136641726,16.028592970594566,17.18883709812358,0.5445542364612133,0.5296971304249604,0.008091969191654814,0.008465761490316859,-0.0003737922986620443
Seasoned Consultant,0.5572543288849675,-0.009972984929539574,0.0006642899712201444,0.0068473417697888506,0.5472813439554279,0.564056464802292,-0.0116912104057863,12.165849033736654,16.124330597064613,0.5474448485503434,0.5638445938801775,-0.008821048412660328,-0.009809480334624143,0.0009884319219638157
Shadowy Backstreet,0.5418743768693918,0.003729690116254125,7.050719229795277e-05,-0.002004271496464094,0.5456040669856459,0.5392094017094017,0.00738048868188891,13.584002088321736,16.803770460480223,0.5478056106650845,0.5375777356919316,0.0059663141616580215,0.005931233795692714,3.508036596530737e-05
Shady Informant,0.5182578674810782,-0.007875211088234968,-0.012390644387709537,-0.024872987691111015,0.5103826563928432,0.5236965764153054,0.002237792528311618,13.107201788776898,16.444209175489252,0.5202609179343889,0.516862513629687,0.001783679465335246,0.0020030504533107285,-0.00021937098797548244
Shard of Broken Glass,0.4864864864864865,-0.015898251192368873,-0.0386037691678055,-0.053487609469351605,0.47058823529411764,0.5,0.020971679612337948,14.829209276844411,16.763513513513512,0.5050382910116888,0.4731026461180576,0.01855180452520235,0.01855180452520233,1.734723475976807e-17
Sharp-Eyed Rookie,0.5546334716459198,0.030133950402129295,0.029255635027541138,0.008736089155087279,0.5847674220480491,0.5321730292828559,0.005283770655643306,13.793867859285694,16.690507692889277,0.5589550887952073,0.5515393491590845,0.004366771554454632,0.004321617149287471,4.515440516716061e-05
Shock,0.5547207719625904,0.00895708804512918,0.015651774562257748,0.006672004508733842,0.5636778600077196,0.5481827520422639,-0.004852595358033365,14.503432977439166,16.60945933059979,0.5499255674840617,0.558127357274836,-0.004237301777319674,-0.0047952044785286585,0.0005579027012089849
Show and Tell,0.5056179775280899,0.05320555188367482,0.008391873090992763,-0.03603985125569875,0.5588235294117647,0.4727272727272727,0.029326759605576343,16.336826158313343,17.719101123595507,0.5326569435637286,0.48411497730711045,0.027038966035638715,0.027038966035638712,3.469446951953614e-18
Slice from the Shadows,0.5334829508434084,0.007592353881921365,0.00047552576150444725,-0.007307971450640771,0.5410753047253297,0.5276725275660947,0.007613671461804864,14.165905677479094,16.938526819714937,0.539566029323575,0.5290137107011703,0.006367410397326229,0.006083078480166648,0.00028433191715958057
Slime Against Humanity,0.4580187952549684,-0.012244674088177088,-0.021158171542654314,-0.07774209334398635,0.4457741211667913,0.46659680377259627,0.0105177954555874,11.94611697860293,16.47187024835276,0.46365733793517405,0.4540897683902337,0.007627962883087333,0.005638542680205638,0.0019894202028816945
Slimy Dualleech,0.5328693231251087,0.005027987388338762,0.0015854225672681244,-0.008236913588060224,0.5378973105134475,0.5294500680755343,0.0022491446338915914,12.445809504835694,16.415727633636763,0.5344581118080499,0.5317670948452059,0.0017052199139123195,0.0015887886829412112,0.0001164312309711083
Smuggler's Copter,0.5932148626817447,0.04465140328369477,0.04469411438763715,0.04559009919780921,0.6378662659654395,0.5588901472253681,-0.000778385417326881,14.000479171940778,17.01292407108239,0.5925743044345266,0.593688945112095,-0.0006405582472181158,-0.0006405582472180926,-2.3201926491189795e-17
Snarling Gorehound,0.5362034771111446,0.004280815714459374,0.005587155483790074,-0.00495833212424901,0.540484292825604,0.5332175423360833,0.003022538559902096,13.094152627674022,16.59897130393737,0.5372157510577685,0.5354917909740219,0.002384339396803467,0.0010122739466239539,0.001372065450179513
Soul Enervation,0.5248610872429398,0.01361083500328053,-2.603543525436791e-05,-0.015316019032441175,0.5384719222462203,0.5148002586935974,0.012222718837724258,14.354943772775469,17.03391677886773,0.5350544821256266,0.5172972959487879,0.010300416747582473,0.01019339488268678,0.0001070218648956938
Soul Search,0.5302721088435374,-0.011722713262045104,-0.01822576794900921,-0.012396341036035707,0.5185493955814923,0.5383510485492674,0.0030098659920330924,13.448823844190098,16.569754035357416,0.5328374288206023,0.5284568192543653,0.002442954641034198,0.002565319977064884,-0.00012236533603068563
Spell Snare,0.5411140583554377,0.022839430016655338,0.015395618540811729,-0.00382650211389135,0.563953488372093,0.5219512195121951,0.00870545902359346,19.60804621154022,17.49336870026525,0.5508718726307809,0.5335297583971714,0.009757814275343208,0.009757814275343168,3.9898639947466563e-17
Steamcore Scholar,0.5731492467551145,0.03751105555196588,0.035823594163818084,0.027785199538485572,0.6106603023070803,0.5423551009703645,0.005292179326200255,18.58784846641441,18.21107604448452,0.5787430130160908,0.568459285992848,0.00540167023256675,0.005593766260976296,-0.00019209602840954652
Stromkirk Captain,0.49928057553956834,-0.0009640772230700145,-0.014614670624339132,-0.040472282135106286,0.4983164983164983,0.5,0.00891317566975578,11.70429538606547,16.25258493353028,0.5062765205091938,0.49448083454633673,0.006418821454763709,0.006995944969625467,-0.000577123514861758
Sudden Setback,0.5319088921796771,0.0042780053860801415,-0.003518907834946683,-0.011751695505488047,0.5361868975657572,0.5287698412698413,0.005545922262976165,17.032629413673327,17.593970831453916,0.5373483156877759,0.527639234591288,0.005368977791723867,0.005439423508098784,-7.044571637491743e-05
Sumala Sentry,0.5561505408848487,0.007302041672306192,0.011800626975732365,0.006536010929943603,0.5634525825571549,0.5511885664284673,-0.002968343263781726,11.317322703358807,16.147615525789575,0.5534250793183308,0.5579920942896167,-0.0020804123405654637,-0.0027254615665178727,0.0006450492259524091
Surveillance Monitor,0.5458229763320004,0.01480707278909732,0.00397650479205236,0.0015844075183284456,0.5606300491210977,0.5339890639660918,0.00872061315640547,17.210373301675244,17.671929824561403,0.5546833388158062,0.53879995447218,0.00849284765903961,0.00886036248380584,-0.0003675148247662286
Suspicious Detonation,0.5143180638769638,-0.010811673197176463,-0.020210314690779385,-0.030880262672074554,0.5035063906797873,0.5221664913841922,0.0037496763509697628,16.47324353171979,17.08795154305761,0.5184387213837405,0.5112303624684206,0.00361478855666293,0.004120657506776704,-0.0005058689501137737
Swamp,0.5340646572159087,-0.0014400026469045812,-0.006158968527333553,-0.007167742115428144,0.5326246545690041,0.5350731003462035,0.009219547329564613,14.636221191036869,16.97057025795792,0.5403790964465641,0.5294640623973644,0.007951372991338614,0.006314439230655444,0.0016369337606831694
"Syr Konrad, the Grim",0.5291431641149611,0.012471742717337087,0.0018715465520685592,-0.011034905458496391,0.5416149068322982,0.5188857412653447,0.01151092206385928,12.3123102938278,16.579362918595155,0.5377364602228557,0.5230568046251262,0.008548340784515093,0.00859329610789461,-4.495532337951691e-05
Tenth District Hero,0.5547298098588765,0.02220773716896396,0.028503325095751375,0.005955627291356458,0.5769375470278405,0.5387443824050115,-0.006287883564726317,12.358875530262958,16.254495159059474,0.5500117972430938,0.5579584098327638,-0.004780903347953335,-0.004718012615782752,-6.289073217058318e-05
"Teysa, Opulent Oligarch",0.5539522410930916,0.05998428561694191,0.057422075342275614,0.009394215280067453,0.6139365267100335,0.5086380973749158,0.004607593396096347,13.44594537100152,16.73764089819828,0.5575373363950067,0.5513723509573244,0.0037014445149416374,0.0035850953019150866,0.00011634921302655079
The Chase Is On,0.5528811898824367,-0.004301802695807155,-0.003525172585313041,0.003586689981016744,0.5485793871866296,0.555759531226821,-0.00565922821085539,13.558077996305855,16.34215326019902,0.5481513908037983,0.5561432996080696,-0.004695113077206411,-0.004729799078638464,3.468600143205231e-05
The Pride of Hull Clade,0.5013463892288862,0.0038439221897988984,-0.025964033569510714,-0.04128291547248286,0.5051903114186851,0.49851380042462845,0.016500542467108956,22.0691902773841,17.67609126984127,0.5219986428284563,0.4849930365935235,0.020601478337464733,0.020652253599570125,-5.077526210539238e-05
They Went This Way,0.5366819283598169,0.0100817852475803,-0.005722506513941905,-0.00817159331216033,0.5467637136073972,0.5290302729058676,0.013482002707840179,14.703813578288656,17.016201850725242,0.548823566567183,0.527656614980104,0.011649888513141719,0.012141638207366134,-0.0004917496942244155
Thinking Cap,0.518568945538818,-0.024652674142653874,-0.028502059065230734,-0.027109292958568343,0.4939162713961642,0.536524307815551,0.0001930178491396575,15.361390180628854,17.000342284594083,0.5185824319923061,0.5185589890716917,0.00017440957616170918,1.3486453488087413e-05,0.00016092312267362177
Thundering Falls,0.5442158552348125,0.014853357175688697,0.007210746763130937,-0.0008052375586342642,0.5590692124105012,0.5319984295249313,0.007753573061600144,16.825880461309456,17.513129644921552,0.5516634032834655,0.5384110418718091,0.007449307812344331,0.007447548048652997,1.759763691334612e-06
Tin Street Gossip,0.5323418803418803,0.008490685199622261,0.0056932169706813696,-0.013862833779511807,0.5408325655415026,0.5266074108276578,0.003958676968323277,11.593707812481822,16.130494153793634,0.535014327379015,0.5305470188778448,0.002845278244866881,0.002672447037134651,0.00017283120773222988
Tireless Tracker,0.5672268907563025,0.03412446059504881,0.0216079099083043,0.020768215128994627,0.6013513513513513,0.5396935933147632,0.011308054047327432,14.377484477555855,17.043344840813194,0.5767645081783553,0.5601431186553503,0.009539287801505019,0.009537617422052835,1.6703794521837068e-06
"Tolsimir, Midnight's Light",0.5683725968047658,0.06283700614998944,0.06744523938353286,0.01940207246667991,0.6312096029547553,0.5230963791267306,-0.002280052772829862,12.661409371824305,16.4240490797546,0.5665114152237554,0.5696675205237282,-0.0017577079443672333,-0.0018611815810104515,0.00010347363664321815
