,gpwr,in-hand delta,game-weighted in-hand delta,distance-one delta,gihwr,gnswr,cs bias,cs var,cs mean,deck gihwr,deck gnswr,deck ihd form,deck ihd meas,deck ihdd
Evolutionary Leap,0.47804878048780486,-0.014634146341463372,-0.03724072359280217,-0.06429006260641079,0.4634146341463415,0.4878048780487805,0.02081513275344704,11.27628792385485,16.692682926829267,0.49210987726475747,0.4679782335705316,0.014061096776952582,0.014061096776952609,-2.6020852139652106e-17
Exit Specialist,0.5520605086753989,0.010962889232806527,0.007613739465414993,0.006995130712943998,0.5630233979082054,0.5430820215410108,0.005326757230393733,16.855417910745437,17.590197069226882,0.5570630472111712,0.5481298883106607,0.0051042474893271605,0.005002538535772261,0.0001017089535548998
Expedited Inheritance,0.3790322580645161,-0.04569892473118281,-0.05245769095883124,-0.16336195894090222,0.3333333333333333,0.410958904109589,0.005536417322834634,10.57232049947971,15.483870967741936,0.3828125,0.37664473684210525,0.0037802419354838637,0.0037802419354838745,-1.0842021724855044e-17
Expose the Culprit,0.49181777974347635,-0.003169131094827693,0.0011102466979278636,-0.053053981499629976,0.48864864864864865,0.4940119760479042,-0.004932632301310549,11.35387427753285,15.966555183946488,0.48740987243483086,0.4947407134976094,-0.0035076124036252355,-0.004407907308645487,0.0009002949050202513
Extract a Confession,0.5423636348376375,0.016191650912156907,0.010748510739929773,0.001166557410445468,0.5585552857497944,0.5297618157623242,0.008526973319974073,14.488954993519766,16.996322838345865,0.5492893787703602,0.537232921495037,0.007269038946783864,0.006925743932722717,0.0003432950140611476
"Ezrim, Agency Chief",0.5655755287657128,0.05802742633942071,0.05595356667965801,0.018468517200873835,0.6236029551051335,0.5178305509836194,0.0015058505596708077,15.826345155048829,17.363197229310973,0.5670431158229708,0.5644497008223831,0.0013725646489255129,0.001467587057258024,-9.50224083325112e-05
Fabricate,0.4067796610169492,0.02179176755447937,0.01938427865628123,-0.13324399258131947,0.42857142857142855,0.3870967741935484,0.01048597330843157,14.76644642344154,16.661016949152543,0.4160732451678535,0.4001452432824982,0.009293584150904349,0.00929358415090431,3.8163916471489756e-17
Fae Flight,0.517455083011144,-0.005519816659154797,-0.01433494357673748,-0.026178704945891917,0.5119352663519892,0.5214229559748428,0.005759570473087896,15.192208116164325,17.15020845741513,0.5227252368076176,0.5135048431418873,0.005102013395588452,0.0052701537964736644,-0.00016814040088521283
Faerie Snoop,0.5331072055318369,0.006868157265987884,-0.008642787303251631,-0.00833989983506711,0.5399753627978248,0.5278951032722209,0.01219105346606775,16.10978334943756,17.474982476050602,0.5445501303037829,0.5241999156886629,0.011238651049231106,0.011442924771945973,-0.00020427372271486673
Fanatical Strength,0.5485828382195383,0.008759819123118961,0.008493892771066713,0.0010401911251178841,0.5573426573426573,0.5426470588235294,0.0004404260448395719,11.53110889202979,16.19474915898786,0.5481069260159107,0.5489044917226813,0.00031359551371084655,-0.00047591220362763753,0.000789507717338484
Felonious Rage,0.5584441024205961,-0.006947400238962342,0.0016479593611229415,0.008009974977552958,0.5514967021816337,0.5628333105428689,-0.011173935597389233,12.435835687481982,16.028815700662847,0.5490410291633667,0.5646937639457589,-0.008669213600471553,-0.009403073257229333,0.00073385965675778
Festerleech,0.544249111029876,0.010701745927316653,0.010646043106679604,0.0032808555651121507,0.5549508569571927,0.5368651931837355,0.003271475465422399,13.252513701963357,16.59827247742442,0.5464755412991179,0.542673514556495,0.0026120352880165997,0.0022264302692418525,0.0003856050187747472
Field of the Dead,0.5181347150259067,0.002413230179572734,-0.04052340469074839,-0.023483328927032532,0.5205479452054794,0.5166666666666667,0.0335637651648671,15.689280249134205,17.533678756476682,0.5481678486997635,0.49469557195571956,0.030033133673856835,0.03003313367385685,-1.3877787807814457e-17
Flotsam // Jetsam,0.5087648802049325,-0.005583784999297459,-0.024060837183051464,-0.03206850763053881,0.503181095205635,0.5131898802556946,0.014617751610436496,16.249445920612125,17.511096746390866,0.5224678518807295,0.498082707270964,0.013564562386629779,0.013702971675797038,-0.00013840928916725864
Flourishing Bloom-Kin,0.5617194307290154,0.01582483200919249,0.009665832919778183,0.015140507702526507,0.5775442627382079,0.549970732700481,0.006841684421641078,12.549782120927256,16.515107565868988,0.5666277005213706,0.558282852349449,0.005198976058090233,0.004908269792355147,0.00029070626573508666
Forensic Gadgeteer,0.512753262081175,-0.003935305515076815,-0.01614931486890181,-0.030222382902777456,0.5088179565660982,0.5161405598570578,0.009602220820690547,18.0920818860701,17.829757592644192,0.522701037446602,0.5047481554673309,0.00974349564055385,0.009947775365427014,-0.00020427972487316315
Forensic Researcher,0.5411389785613774,0.00800771546081791,-0.004319074299728776,-0.00299108990817476,0.5491466940221953,0.5347738768223743,0.009725555094076717,16.913146040874445,17.664227491663578,0.5507870845097461,0.5334977954291774,0.009312025318532547,0.009648105948368735,-0.00033608062983618743
Forest,0.5458201942084311,-0.00442058364385689,-0.008169402633844358,5.804139922072071e-05,0.5413996105645742,0.5488895749104555,0.007108488290625475,13.859691430077918,16.75013524028308,0.5510259744092336,0.5421034286979556,0.005881830375043951,0.0052057802008025345,0.0006760501742414165
Forum Familiar,0.5217995139130004,-0.023661942519903778,-0.02028925813967941,-0.026592289266502367,0.4981375713930966,0.5374958704988437,-0.006949540992070556,12.209792924240986,16.185702854094426,0.5164589697784941,0.525429977733017,-0.005242432608370849,-0.005340544134506242,9.811152613539275e-05
Frantic Scapegoat,0.550680564071122,-0.008240818031548525,0.002649293721229018,0.0013377324531642643,0.5424397460395735,0.5561031238545188,-0.012396681500232126,12.2043336219739,15.920469324286119,0.541113964211423,0.5569873811258103,-0.009503063870321475,-0.009566599859698988,6.353598937751219e-05
Fugitive Codebreaker,0.5507785164450665,0.005818455436692682,0.007749562205572991,0.0030315746344811156,0.5565969718817592,0.5465116279069767,-0.001798600340209072,15.846817211362989,16.691235790245692,0.5489866148769601,0.5520611912940863,-0.0017076081834662587,-0.00179190156810638,8.429338464012123e-05
Furtive Courier,0.528120195290373,0.0013058747485374944,-0.013406813412160323,-0.01574599543894506,0.5294260700389105,0.5272110491882723,0.008273728932392902,18.31769652292975,17.935009401346516,0.5368465290806754,0.5210011387708622,0.00845026909688591,0.00872633379030241,-0.00027606469341649904
Fuss // Bother,0.5691845592250869,0.012033176437171722,0.012505384796098196,0.0194958992210974,0.5812177356622586,0.56094313587838,-0.0037567330384420845,13.502483770476095,16.434879776830293,0.566068926429145,0.5713566190683511,-0.0030864373558173175,-0.0031156327959419583,2.9195440124640815e-05
Gadget Technician,0.5491739793514799,0.0033510303565398303,0.00223732174560054,0.0024262731206999844,0.5525250097080198,0.5466488689054377,0.0008294480140746646,15.853919770124177,17.051323940573432,0.5496735881760312,0.5488010854252998,0.0007712012459829163,0.0004996088245512453,0.000271592421431671
Galvanize,0.552206714164775,0.006610536048717752,0.008844979902754568,0.004523471721670891,0.5588172502134927,0.5473778191840379,-0.002224656657961553,14.688499099429484,16.672278638874044,0.5501434630486806,0.553686768829152,-0.001959952087222008,-0.0020632511160944,0.00010329902887239216
Gamble,0.5276073619631901,0.013376244594186959,-0.01718182247228306,-0.017937010772277606,0.5409836065573771,0.5196078431372549,0.006648645696810827,19.298279950318044,16.9079754601227,0.5351959361393324,0.5220510095642933,0.0075885741761421745,0.0075885741761422265,-5.204170427930421e-17
Gearbane Orangutan,0.526889999180932,-0.008389163659327847,-0.008474054044107948,-0.019937697628317652,0.5185008355216042,0.5328767885975169,-0.0018706152768175667,15.219735145794635,16.665168016743536,0.5249302879466435,0.5282905981705596,-0.0017083697592629448,-0.001959711234288508,0.00025134147502556335
Get a Leg Up,0.5543976656940391,0.008462866973800276,0.007817104315830825,0.006778261170402589,0.5628605326678394,0.548575931554655,0.0012370485988342796,12.13802576285834,16.35226991764773,0.555029518120889,0.5539618713158672,0.0009182411884207846,0.0006318524268498216,0.00028638876157096303
Ghost Quarter,0.4233128834355828,-0.04650128923268426,-0.07079874055416047,-0.11778792063447274,0.37681159420289856,0.4574468085106383,0.002106184847301601,12.72355000188189,16.429447852760735,0.42494398805078415,0.4221759500260281,0.0016311046152013469,0.0016311046152013287,1.8214596497756474e-17
Ghostly Prison,0.5045992115637319,-0.0002764449931267343,0.013530744329787625,-0.040672452349806765,0.5043227665706052,0.5048309178743962,-0.009035248689118699,16.499180654819977,17.555847568988174,0.49610778443113773,0.5112412177985949,-0.008491427132594239,-0.008491427132594154,-8.500145032286355e-17
Gleaming Geardrake,0.5617207389516287,0.03709396257300934,0.03070594199122212,0.016338847946664514,0.598814701524638,0.5308607473650591,0.00701787383601033,18.480884010182827,17.906713595904357,0.5686269033344707,0.5561164811276411,0.007242898685276792,0.006906164382842084,0.00033673430243470834
Glint Weaver,0.5533001149865849,0.018931686497784206,0.0045870015073739,0.007350674973862881,0.5722318014843691,0.5401306579561362,0.010328374100846811,14.007698292133975,16.834588917680573,0.5621451172960382,0.5468577034905867,0.008594017291447225,0.008845002309453287,-0.00025098501800606236
Gnaw to the Bone,0.36548223350253806,0.050102182081877555,0.014495672915908198,-0.17171090904889796,0.4155844155844156,0.3333333333333333,0.039225150782392214,16.601973768971117,16.95431472081218,0.4038922155688623,0.3372246696035242,0.038409982066324205,0.03840998206632423,-2.7755575615628914e-17
Goblin Maskmaker,0.5510730970529347,-0.009238128789807232,0.0072116845923854145,0.0012274113136633291,0.5418349682631275,0.557121683280537,-0.014039088888588255,11.889570964289636,15.93903511900516,0.5396203375883042,0.5586125246741483,-0.010472324225938367,-0.011452759464630535,0.0009804352386921684
Goblin Warchief,0.4722222222222222,0.03159457167090751,0.017619467939425315,-0.07314094825358286,0.5038167938931297,0.45414847161572053,0.012205311847209785,16.419785896403095,16.24207492795389,0.48525651951593657,0.4632602836048283,0.012338854993526587,0.013034297293714359,-0.0006954423001877715
Granite Witness,0.5532194382869469,0.0010668785384723156,0.0028248221001876406,0.005251462356052783,0.5542863168254192,0.5524633320797292,-0.0028633109754523578,14.1709184935546,16.723132743531384,0.5504229575666381,0.5552249671102589,-0.0024263244857953207,-0.0027964807203088027,0.00037015623451348194
Gravestone Strider,0.536232921378696,-0.0012774471149411548,-0.008949393159327745,-0.008013929556468846,0.5349554742637549,0.5372156988676822,0.00783404899913986,15.532319332619403,17.181784509425086,0.5437272727272727,0.5305598250590355,0.0070819739739652506,0.007494351348576678,-0.0004123773746114272
Greenbelt Radical,0.5527323188821897,0.007862760270966884,0.0017190589585408533,0.006036413331446555,0.5605950791531565,0.5470886422797644,0.005631348422522772,11.82120984343473,16.394737314773238,0.5563214917560593,0.5502474938506129,0.004060409759914325,0.003589172873869617,0.00047123688604470797
Griffnaut Tracker,0.5260519181490697,-0.020215701309392653,-0.019225466777765376,-0.022250165364812946,0.505836216839677,0.5396465509208932,-0.006902332010316311,12.221804657376772,16.200806745767803,0.5212224731887108,0.5293347961937557,-0.0052070835011029356,-0.004829444960358864,-0.0003776385407440715
Haazda Vigilante,0.5510457604914848,-0.010354117840187915,-0.0070874704390618826,0.0009979746609111162,0.5406916426512969,0.5576937351543944,-0.010176595581869426,11.53966101108027,16.05029619867702,0.5438485280051614,0.5558609068367586,-0.0073166539612714515,-0.007197232486323424,-0.00011942147494802772
Hard Evidence,0.547183886609474,0.018807011197724988,0.014941319858395974,0.002551454183010504,0.565990897807199,0.531748726655348,0.004346015672759194,18.75441488485117,18.12750796924808,0.5514925219609538,0.5436117412290427,0.0044963147257340505,0.004308635351479739,0.0001876793742543112
Hard-Hitting Question,0.5496202451860956,0.01434371877786833,0.012143240685308476,0.003373013689602855,0.563963963963964,0.5392154201167368,0.0033933145013673852,13.023860214767927,16.59796801774407,0.552158095708505,0.5478219021336743,0.0026626183207069725,0.0025378505224094017,0.00012476779829757086
Harried Dronesmith,0.5222470792940591,-0.009046190521349695,-0.013467608534125763,-0.02356276375657207,0.5132008887727094,0.5288213363923143,0.0017763825183760285,15.184790006943645,16.765082438171373,0.5241429865744173,0.5208789510597578,0.0016089390322430084,0.0018959072803581556,-0.0002869682481151472
Hedge Maze,0.5484337144557317,0.005067850489495207,-0.0024662706219752417,0.003800837948576108,0.553501564945227,0.5445388258287605,0.011364496198909689,15.487008687658584,17.23044425087108,0.5587345349447981,0.5406343533699672,0.010214597418431597,0.010300820489066331,-8.622307063473403e-05
Hedge Whisperer,0.5292841648590022,0.0022473666725293384,-0.005231450747517852,-0.014966012227984438,0.5315315315315315,0.527680574248542,0.009178839194122254,13.071660414791413,16.685913208813332,0.5365069320330257,0.5241153807783147,0.007190656420541019,0.007222767174023481,-3.211075348246231e-05
Hide in Plain Sight,0.5731904821228354,0.05717871770477556,0.05872907837739172,0.026681402263607934,0.630369199827611,0.5294408708560119,0.0040035658961671125,13.088344756075475,16.574799295085178,0.5762874953721018,0.5709997460852595,0.0031614289723700785,0.003097013249266367,6.441572310371142e-05
High Alert,0.4626865671641791,0.011889704022261582,-0.007214387658545929,-0.0781371922722075,0.4745762711864407,0.4533333333333333,0.002262065896575387,15.018099799509912,17.41044776119403,0.46463780540077154,0.46118268913115296,0.00195123823659244,0.0019512382365924341,5.854691731421724e-18
Homicide Investigator,0.5440516273849607,0.028136903309794015,0.02198906170535897,0.002696361551251192,0.5721885306947547,0.5221017514595496,0.008912944838660408,15.165456781771574,17.071358073430716,0.5521493392335877,0.5380188421348979,0.007917875025970586,0.008097711848626954,-0.00017983682265636756
Hotshot Investigators,0.5386896136611901,0.003334669361627629,-0.006966988323260037,-0.006086694168551232,0.5420242830228177,0.5360996817017313,0.006848360026051424,16.85530973331013,17.64356655248047,0.5456221198156682,0.5332243612424812,0.006542397709724306,0.0069325061544781574,-0.00039010844475385106
Hunted Bonebrute,0.5452587174078894,0.03549372491179459,0.03677869660374844,0.003475561186641385,0.580752442319684,0.5185009861932939,0.0033180135337969006,12.71735765492717,16.479482562547386,0.5472742399650841,0.5438505884034495,0.002560539425496457,0.0020155225571946156,0.0005450168683018416
Hustle // Bustle,0.5230365964310918,-0.013872941294282293,-0.01850114555758342,-0.02378192005171431,0.5091636551368095,0.5319272125723739,0.00023443614046355678,11.68872857340773,16.12210482485817,0.5232998013110343,0.5228591021786148,0.00016996914754273786,0.0002632048799424691,-9.323573239973125e-05
Ill-Timed Explosion,0.5589321215563761,0.05045955400392277,0.04849563775323096,0.013970601339422295,0.6093916755602988,0.5165236851920925,0.006588880416070651,21.293880058520134,18.626408450704226,0.5659399268924069,0.552771223043523,0.007532468198099464,0.007007805336030848,0.0005246628620686165
Illicit Masquerade,0.49488515730553945,-0.0036248077195228934,-0.02310999638884087,-0.04422163073447355,0.49126034958601655,0.49750581975390756,0.014430250278259145,13.584565841000924,16.691877868688884,0.5070525291828794,0.4861938323075905,0.011743956345070654,0.012167371877339905,-0.00042341553226925115
Incinerator of the Guilty,0.5494549858700041,0.021400629103257907,0.017588508137641012,0.0027774304150811613,0.570855614973262,0.5337431884867961,0.002947944141453348,12.960756168210683,16.58861641925695,0.5516914044815282,0.5478707078788464,0.0023032412257437346,0.002236418611524127,6.68226142196077e-05
Innocent Bystander,0.5436917732512238,-0.018781655120766683,-0.01352853523927977,-0.004997530870544775,0.5249101181304571,0.5567468246039675,-0.006171835465166727,14.007849242399962,16.39154097553638,0.5379224553827036,0.5477009515211313,-0.005274314408509961,-0.005769317868520196,0.0004950034600102356
Inside Source,0.5638245267024583,0.002207575889349722,0.012455926792249161,0.013454854384852277,0.566032102591808,0.5622708230779276,-0.010439327751625543,12.420640605554087,16.235613873743677,0.5551063206718371,0.5697602451524361,-0.007986340348745286,-0.008718206030621234,0.000731865681875948
Insidious Roots,0.5056989997673877,0.019149130218706123,0.001079957004441967,-0.03325596204924963,0.5248481299860939,0.48980833586857314,0.0206761916294471,14.615498957099025,17.067943539236598,0.5224926686217009,0.4932897055849296,0.017705288074235093,0.016793668854313104,0.0009116192199219893
Intrude on the Mind,0.5483152738607688,0.030160062462101123,0.019500765897314754,0.003907671984346939,0.57847533632287,0.5241286863270778,0.007115110174945444,17.11696878343159,17.765854029011923,0.5552441769651307,0.542776347726218,0.006855235811142774,0.006928903104361894,-7.366729321912034e-05
Island,0.542224596719996,1.9103298845024597e-06,-0.003913443637305725,-0.0024751906503800436,0.5422265070498805,0.5422231463878328,0.007501311289212102,16.297619640733128,17.37757230564391,0.5479454972027542,0.5377428655730015,0.007035132183487486,0.0057209004827581955,0.0013142317007292905
It Doesn't Add Up,0.48646181928810467,-0.011480773040947745,-0.032901135774948964,-0.05163616307309443,0.4749810462471569,0.4945445318447095,0.016633712337862306,12.773870125566173,16.60457774269929,0.4997203399932148,0.4770661277851058,0.012796283314298836,0.013258520705110133,-0.0004622373908112973
"Ixidor, Reality Sculptor",0.451685393258427,-0.037320752374449095,-0.04638974178921401,-0.08938155163909706,0.4143646408839779,0.4772727272727273,-0.0018014127908884464,13.542653705340237,16.541573033707866,0.4502105692161391,0.45272535683494586,-0.001474824042287849,-0.0014748240422878811,3.209238430557093e-17
"Izoni, Center of the Web",0.569739629604319,0.08235339365149497,0.07406857331350503,0.02608182531375569,0.652093023255814,0.505126953125,0.008848781255269498,12.877632029466247,16.751718273931836,0.5766041047936887,0.5647992948694407,0.00680236779602032,0.006864475189369723,-6.210739334940301e-05
"Jace, Wielder of Mysteries",0.5465346534653466,0.02945318847994216,0.00045573665451403844,0.0029666323222780067,0.5759878419452887,0.5244755244755245,0.015489390185838222,22.794309926042107,18.83828382838284,0.5652768044849334,0.5298502807236432,0.018742151019586824,0.018742151019586872,-4.85722573273506e-17
Jaded Analyst,0.5289974923971617,-0.009136907095797508,-0.016409208042174717,-0.015491576060523427,0.5198605853013641,0.5362864543361473,0.004932018005887478,18.012545640941564,17.926453909371673,0.5337931780320454,0.5250709733215515,0.004955704004937115,0.004795685634883751,0.0001600183700533643
"Judith, Carnage Connoisseur",0.5065812261863526,-0.007285309871727763,-0.018579719951657414,-0.034021986285781236,0.49929591631462483,0.5113739763421292,0.008545995408400465,14.74124824502794,16.947451198075676,0.5142753552880859,0.5009188516796759,0.007433485917363469,0.0076941291017332825,-0.0002606431843698133
Karlov Watchdog,0.5542287928565411,-0.006920430027020252,0.00046653581157851676,0.0037669768682677685,0.5473083628295209,0.5588647021768041,-0.011677796466620474,11.201611668832387,15.873744351043154,0.5459297844632843,0.5596745783994,-0.008240660695669403,-0.008299008393256813,5.834769758740997e-05
"Kaya, Spirits' Justice",0.5450393982808023,0.05149525518454423,0.04927509138289721,0.0008145257499708736,0.5965346534653465,0.5054493760859264,0.003310486667804375,13.419637230064724,16.693795985103097,0.5475370066230852,0.5432523559726884,0.0026612000156551654,0.0024976083422829642,0.00016359167337220114
"Kellan, Inquisitive Prodigy",0.5619991644829289,0.04272135358114748,0.03352666032709051,0.016896369060260708,0.6047205180640763,0.5275725232621784,0.0112319051084597,15.744605417143566,17.28538264489273,0.572397717861011,0.5540846714254423,0.01023072023619611,0.010398553378082154,-0.00016783314188604376
Knife,0.5183518492476445,-0.042144711389002165,-0.045077636684242084,-0.027433131733530347,0.4762071378586424,0.5467795016455101,-0.0024515277923651047,14.221288526663237,16.49189814814815,0.5161876177726997,0.51987030312457,-0.0021140006901069013,-0.002164231474944822,5.023078483792085e-05
Kraul Whipcracker,0.5461346003184311,0.029535552344148508,0.022451464498049578,0.004760675707868978,0.5756701526625796,0.5246316156596041,0.012721058108919993,13.486295629255267,16.865177939378338,0.5553896259830702,0.5394062063547486,0.010172436424359114,0.009255025664639094,0.00091741075972002
Krenko's Buzzcrusher,0.5386687386687387,-0.006727245982152796,-0.00635006339250932,-0.008071866112833614,0.5319414926865859,0.5434168725732439,-0.0021167246311440536,13.626569553797436,16.422669203587933,0.5368936022472619,0.5399038144805323,-0.0017563341899512327,-0.0017751364214767529,1.8802231525520165e-05
"Krenko, Baron of Tin Street",0.5565274797821422,0.021248183808382004,0.025813045465726048,0.009082904180504725,0.5777756635905242,0.5405110286088666,-0.00261405687755462,14.179620730041496,16.504241484734962,0.554301368219515,0.5580917454396004,-0.0022458672290249925,-0.0022261115626271977,-1.9755666397794792e-05
Krosan Tusker,0.5391530636385143,0.015242540757090084,0.0035777568494600454,-0.005529227072128662,0.5543956043956044,0.5278239202657807,0.013551039905242217,15.80675161360834,17.023372287145243,0.5520187845610915,0.529617119436492,0.012582578720316446,0.012865720922577206,-0.00028314220226076034
Krovod Haunch,0.5434178925247674,-0.020784147668800323,-0.018040637945754945,-0.006105538195423699,0.522633744855967,0.5573451992980697,-0.00897631057722152,12.185164033826828,16.127013162603888,0.5368495463276022,0.5478601106508522,-0.006782273673320343,-0.006568346197165176,-0.00021392747615516742
Kuldotha Rebirth,0.505656108597285,-0.011573268360598632,-0.014828035946683304,-0.04101701776090205,0.4940828402366864,0.5128205128205128,-0.0009423079119598798,15.306040178732113,16.786848072562357,0.5048864325672305,0.5062125420260196,-0.0008591846842748929,-0.0007696760300545114,-8.95086542203815e-05
Kylox's Voltstrider,0.5342776203966005,0.023162379603399508,0.009936472557854459,-0.010030769014718777,0.55744,0.5157440325038091,0.010704651312570776,17.990123473622578,17.649260226283726,0.5452428743476515,0.5256255939182768,0.010911392114238999,0.010965253951050968,-5.386183681196921e-05
"Kylox, Visionary Inventor",0.4574314574314574,-0.03582866997501144,-0.05486624994126443,-0.08240910389132927,0.42160278745644597,0.4827586206896552,0.007564080535917608,18.002479957434915,17.62762762762763,0.4654875951854581,0.4510866060488812,0.007724931063942986,0.008056137754000714,-0.00033120669005772766
Laid to Rest,0.47368421052631576,0.017224880382775143,-0.022362187940879685,-0.07108930253551099,0.4909090909090909,0.4576271186440678,0.014211650449989963,16.860264696829795,16.771929824561404,0.48797071129707115,0.463368580060423,0.014286500770755344,0.014286500770755384,-3.9898639947466563e-17
Lamplight Phoenix,0.5618529059934827,0.022671250709151658,0.024791813553769915,0.014044861923405816,0.5845241567026344,0.5452855815283437,-0.0034374121273388915,13.664011743907508,16.48565236237538,0.558975873904412,0.5638680851586159,-0.0028490737669444022,-0.0028770320890707524,2.7958322126350136e-05
"Lazav, Wearer of Faces",0.5348074893049614,0.03508631163354192,0.021019262727709487,-0.005497047263450461,0.5698938009385033,0.5062997681685314,0.013858828061941188,16.76952616069907,17.631407020253015,0.5481016325707951,0.5243176351311055,0.013181363204558252,0.01329414326583378,-0.00011278006127552788
Lead Pipe,0.5164259641326774,-0.019259360430372907,-0.020892907855101617,-0.02391207195556999,0.4971666037023045,0.5303776683087028,-0.0009693473098928325,12.068776271896768,16.34545753785385,0.5155465814994225,0.517033826085206,-0.0007157239732059303,-0.0008793826332549326,0.00016365866004900234
Leering Onlooker,0.5418089115495456,0.013033193713612334,0.005841581688026509,0.0011116569701650203,0.5548421052631579,0.5324297419404243,0.008119097062139305,13.802786216683545,16.83963254593176,0.5484613641991244,0.5369762982750901,0.0066549053677709856,0.0066524526495788106,2.4527181921750116e-06
Leonin Relic-Warder,0.5472379969024265,-0.023743622316059865,-0.015436185416629056,-0.0026057048399010796,0.5234943745863666,0.5621827411167513,-0.013967691342456307,12.569986524772391,16.21273818846254,0.5366144929382355,0.5544776848204694,-0.010829367002410434,-0.010623503964190983,-0.00020586303821945075
Leyline of the Guildpact,0.45434298440979953,-0.02552048880347263,-0.04116441716537539,-0.08563843949569067,0.4288224956063269,0.4630071599045346,0.01077002673136263,13.800547805351384,16.511233150274588,0.4640949876656998,0.44754398896259756,0.009001887831049766,0.009752003255900255,-0.000750115424850489
Lightning Helix,0.5657980722104231,0.01871109932757331,0.029842667383246924,0.014512225299272763,0.5845091715379964,0.553022760822548,-0.01043641786823294,12.802037897207219,16.206877113866966,0.5570767227417782,0.5717441738661556,-0.008243871791061536,-0.00872134946864489,0.00047747767758335447
Living Conundrum,0.4823008849557522,-0.01264276529763253,-0.03871115212989257,-0.057936491558103875,0.46965811965811965,0.49213561691716184,0.017770673647940414,22.086098999755805,18.44660831509847,0.5031002177968132,0.4644736019435686,0.021276803343816677,0.020799332841061058,0.00047747050275561906
Long Goodbye,0.5424755700325733,0.022585930888695538,0.020379501744934858,0.0013624460801874294,0.5650615009212688,0.5249441835399183,0.006487985186251331,14.1002916110596,16.939919694641354,0.547769859613903,0.5385865639863758,0.005400408310277733,0.005294289581329714,0.0001061187289480188
Lost in the Maze,0.5423996837319628,0.009493564443219693,0.004405736264257221,-0.00202159842207017,0.5518932481751825,0.5351633986928105,0.005606763270784369,15.476144352784946,17.41564629335519,0.5474442817080509,0.5385118521564887,0.0049823633455198515,0.005044597976088139,-6.223463056828724e-05
Loxodon Eavesdropper,0.5532758043861977,0.012287382426989124,0.000733533757847904,0.006817778405713293,0.5655631868131868,0.5444342829877333,0.007676709474200288,13.858812459302827,16.8208239944578,0.5602217749586573,0.5482087315405559,0.0063249028075288635,0.006945970572459603,-0.0006210677649307397
Lumbering Laundry,0.5210727969348659,-0.021072796934865856,-0.029361340544816095,-0.023883313662036998,0.5,0.5359052711993888,0.003497101287713325,12.590793237563808,16.47239840263096,0.5235749664778481,0.5193210337758875,0.002673033893921845,0.0025021695429822133,0.0001708643509396317
Lush Portico,0.5515430971512053,0.004074070421158038,0.0019375688447317296,0.004672787940494638,0.5556171675723633,0.5486924807945992,0.005121497731263712,13.131537159407209,16.648463047743622,0.5555092540554174,0.5487142183922206,0.004039600386957282,0.0039661569042120925,7.34434827451896e-05
Macabre Reconstruction,0.5182157539101262,0.000668681250490244,-0.020252314354161416,-0.0219063945110487,0.5188844351606164,0.5179187467023824,0.014456222676396043,13.907952685493878,16.87406085885871,0.5306182145941248,0.509160009687833,0.011915120057702486,0.01240246068399864,-0.00048734062629615313
Magmaw,0.5396770869117142,-0.0019663504432138046,-0.005296744115066199,-0.007084814373192971,0.5377107364685004,0.5408734602463606,0.0006020571303692741,13.913283523869538,16.463768115942027,0.5401761489335059,0.5393281382249073,0.0005087894516859636,0.0004990620217916186,9.727429894345013e-06
Magnetic Snuffler,0.4784900885702235,-0.0028197807251391094,-0.019152277267037443,-0.0637815084114956,0.4756703078450844,0.4802342606149341,0.008521035285713111,16.32844585392837,17.24595323741007,0.48693137446310036,0.4720685429971781,0.008067705006897859,0.008441285892876849,-0.0003735808859789899
Magnifying Glass,0.4858783546232275,-0.028270921406038152,-0.04992895888314042,-0.054926944649576925,0.45760743321718933,0.5050108076242876,0.014702275223009577,18.50104163268545,17.577801827801828,0.501199648103223,0.47385976285576864,0.015474483593612998,0.015321293479995557,0.00015319011361744107
Make Your Move,0.5431246836510882,0.00023777106870714881,0.0016896391501912689,-0.005695763182081315,0.5433624547197954,0.5430103023703827,-0.005478522837734281,12.673634527240297,16.381305127415644,0.5387925663756911,0.5461302751520148,-0.004238538727807555,-0.004332117275397174,9.357854758961903e-05
Makeshift Binding,0.5643558255747321,0.011463968509657585,0.018620740001526026,0.01486853456738757,0.5758197940843897,0.5562691163641332,-0.007189116805020234,13.358732433036588,16.52709437921797,0.5580856395822108,0.5687899347106845,-0.0058109118048526864,-0.006270185992521271,0.00045927418766858463
Marketwatch Phantom,0.5536220607435346,-0.007881290406312247,0.0014561893001194814,0.0036281466101036886,0.5457407703372223,0.5591219249416413,-0.01111392069135343,12.19082109937816,16.14991146604994,0.5446636838168243,0.5596544530983196,-0.008389384619586741,-0.00895837692671031,0.0005689923071235687
Mass Hysteria,0.5241935483870968,-0.067671809256662,-0.0660901859899008,-0.02366118225848035,0.45652173913043476,0.5641025641025641,-0.01833231146535868,12.728928199791882,15.64516129032258,0.5092783505154639,0.5337748344370861,-0.014915197871632858,-0.014915197871632868,1.0408340855860843e-17
"Massacre Girl, Known Killer",0.5330778539733764,0.02792051318314337,0.018127535042064324,-0.007763039049080045,0.5609983671565197,0.5123205105477752,0.007609853503927512,14.170624113990218,16.896063960639605,0.5395083327859749,0.5283786201449585,0.0063823369642716475,0.006430478812598506,-4.814184832685822e-05
